NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
8,0,2.6440619985805824,9.517357000731863,11.049059001379646,38.96612500102492,2.7184380014659837,4.085039996425621,2.3087462302374682e-10
8,1,2.448694998747669,9.132899998803623,10.57029399817111,36.12818301189691,2.3674990006838925,4.042218999529723,4.20942742342274e-11
8,2,2.3467490027542226,9.264634005376138,11.235664002015255,37.708018993726,2.518710993172135,3.8778710004407912,2.42429062309253e-10
8,3,2.5681059996713884,9.026113999425434,10.861053000553511,36.66873800102621,2.3902429966256022,3.8739889932912774,2.1559358139719835e-10
8,4,2.3461349919671193,9.828957001445815,10.396506004326511,36.843531001068186,2.469204002409242,3.807113003858831,1.2161838075642284e-10
8,5,2.463037002598867,9.544432003167458,11.070109998399857,37.079538000398315,2.421273005893454,3.8751639949623495,2.8672998517197646e-11
8,6,2.53554400842404,9.194841004500631,10.556795001321007,35.80867600248894,2.8784340029233135,4.525266995187849,2.2229713830745276e-11
8,7,2.4714300016057678,9.39704199845437,10.557710003922693,36.87493800680386,2.3636109981453046,3.819544996076729,2.7904944395925696e-11
8,8,2.6961340045090765,9.016996002173983,10.922031993686687,36.23779500776436,2.400951001618523,3.868186002364382,4.125662734287261e-11
8,9,2.548113996454049,9.417004002898466,11.367752005753573,37.66013799759094,2.337633995921351,3.790430993831251,4.137918341830955e-11
12,0,4.335842000728007,9.475923994614277,10.58392999402713,57.79395600256976,2.37829600519035,5.377155001042411,7.548518966128896e-11
12,1,3.9203899941639975,9.184043999994174,10.383932007243857,54.25680999906035,2.3773060020175762,5.630689003737643,3.172248525508683e-11
12,2,3.9525399915874004,9.52108099590987,10.472813999513164,54.36399499012623,2.348969006561674,5.345838006178383,1.8850619901781544e-10
12,3,3.947605007851962,9.072860004380345,10.728991001087707,55.77676500979578,2.502955998352263,5.830184993101284,8.921244171819122e-11
12,4,6.153763002657797,9.415393004019279,12.18446200073231,54.11410999658983,2.3380620041280054,5.280471996229608,1.1159374092923003e-10
12,5,4.953423995175399,10.394675002316944,12.480353005230427,56.49152099795174,2.419870004814584,5.612032000499312,3.6774448185182205e-11
12,6,4.34242300252663,9.246827998140361,11.242398999456782,55.871274998935405,2.430088999972213,5.468175993883051,1.026243961683178e-10
12,7,4.016107995994389,8.765859995037317,10.478446994966362,54.2382589992485,2.4345409983652644,5.547672997636255,2.401260569217189e-10
12,8,4.280314002244268,9.543394000502303,10.723537001467776,55.98578699573409,2.470738996635191,5.557693002629094,3.296971484234674e-11
12,9,3.954538995458279,15.406825004902203,12.738064004224725,58.53073799517006,2.582263005024288,6.9561170021188445,3.747149913409379e-11
16,0,8.417946002737153,9.48033500026213,11.326227002427913,82.01044500310672,2.353760995902121,6.932444994163234,3.056323787879148e-11
16,1,5.509294001967646,9.726361000502948,10.974318989610765,73.0430789917591,2.530634003051091,7.4293840007158,2.934795005915758e-10
16,2,5.984811999951489,9.996501001296565,10.655231002601795,72.31248899915954,2.355117008846719,6.976534008572344,2.728660812897286e-11
16,3,6.513556007121224,9.41874199634185,10.947848000796512,74.69853099610191,2.553446000092663,7.491621996450704,9.253155262097664e-11
16,4,6.254295993130654,9.30182199954288,11.363832993083633,77.03407500230242,2.435234004224185,7.020076998742297,3.003896043541441e-11
16,5,5.702033995476086,9.551048999128398,10.939941996184643,74.09376498981146,2.332339994609356,7.1241190016735345,4.6100348992299067e-10
16,6,6.4385119985672645,9.374688001116738,10.800436997669749,72.88364100531908,2.685630999621935,7.476943988876883,2.885332881621859e-11
