NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
16,4,26.37653,196.70014,79.08359,412.20387,33.23659,4.59226,0.000008395
16,5,30.58732,222.33554,78.58023,498.49422,33.26168,5.41522,0.000027552
16,6,26.65540,199.49721,73.23356,424.73839,30.74131,4.59791,0.000015662
16,7,31.43518,239.66754,78.90004,488.26915,32.46282,5.25312,0.000019510
16,8,34.25346,186.29470,69.47828,527.80056,28.68137,5.47681,0.000022182
16,9,30.85596,217.34763,79.55592,488.67114,32.70347,5.25777,0.000014685
16,10,23.87009,216.53652,69.28055,380.21422,28.39495,4.00774,0.000012854
16,11,30.10893,236.34590,72.99781,481.61431,30.73597,4.96624,0.000018821
16,12,29.15052,170.63284,68.60465,452.74368,28.67093,4.92256,0.000009240
16,13,27.09343,225.18888,79.36668,427.86060,33.46128,4.93906,0.000013929
16,14,30.89830,241.74428,78.04770,496.59435,33.10817,5.21507,0.000018424
16,15,28.46799,195.05789,73.26247,461.85011,30.61054,4.81140,0.000013854
16,16,27.51244,139.92938,63.14182,448.18502,26.45692,4.55821,0.000014987
16,17,32.43135,225.45744,78.98100,520.30356,33.94418,5.49287,0.000012658
16,18,25.84455,169.46008,62.52853,417.11126,26.65629,4.49750,0.000012719
16,19,25.63028,198.07747,68.11118,406.26960,28.67483,4.53077,0.000015003
16,20,31.29177,187.07743,65.66260,457.80853,26.62999,5.71951,0.000012187
16,21,24.94663,130.60326,52.28062,388.69375,22.48703,4.11025,0.000020646
16,22,28.22423,207.89589,74.38831,427.87150,30.73822,4.67463,0.000015169
16,23,32.00652,207.94714,68.51541,501.78467,28.49778,5.12537,0.000010706
16,24,32.85090,202.21441,77.87371,520.98677,33.03963,5.51213,0.000009124
16,25,28.94902,161.95645,68.00529,458.72943,28.59395,4.78793,0.000018756
16,26,28.75907,196.78057,78.69586,442.93116,33.18961,4.96031,0.000020362
16,27,30.08974,174.87271,71.35647,456.97287,29.22672,5.13640,0.000015995
16,28,36.33222,238.41334,78.74088,546.02189,33.84243,5.87351,0.000014019
16,29,32.02718,212.49197,69.36270,508.82040,28.41021,5.18918,0.000011128
16,30,28.20133,174.47056,77.31357,451.53224,32.66991,4.72289,0.000019838
16,31,29.40104,204.18359,74.28976,454.41425,30.84330,5.02285,0.000009925
16,32,30.90441,232.07931,79.72697,491.36121,32.64480,5.08711,0.000017473
16,33,25.57099,205.64401,73.83810,400.30618,30.92471,4.45916,0.000020539
16,34,31.31056,208.56077,78.60691,498.33032,32.61890,5.20018,0.000017588
16,35,33.78360,225.87902,69.06112,512.88699,29.06398,5.50946,0.000005235
16,36,28.60535,184.29743,65.18902,445.54037,26.30357,4.60059,0.000010413
16,37,32.72131,218.68641,81.86826,516.75202,33.00253,5.53713,0.000023486
16,38,31.27081,159.10942,67.45387,484.98698,28.78658,5.33958,0.000016840
16,39,27.34490,186.17580,74.24157,430.74581,30.71453,4.62805,0.000016085
16,40,26.67983,189.92714,68.05829,427.01774,28.48298,4.44623,0.000013868
16,41,28.84943,186.75067,74.19864,454.73057,30.31675,4.82467,0.000020720
16,42,22.45437,226.20624,78.23067,364.89372,32.42555,3.99203,0.000013143
16,43,27.13445,202.71273,81.17809,438.93173,33.28192,4.69757,0.000014596
16,44,30.60652,218.34050,79.43264,483.46968,32.79355,5.14027,0.000021254
16,45,35.33088,212.47864,75.26569,537.80164,30.93352,5.69972,0.000011921
16,46,27.01283,195.92780,63.33318,433.17908,26.47209,4.56017,0.000018536
16,47,30.66073,198.39842,73.48675,496.87543,30.42199,5.06932,0.000012289
16,48,33.05719,212.84471,78.95982,519.79970,33.78104,5.69174,0.000026438
16,49,26.73547,172.20966,62.63578,421.84878,26.45511,4.46268,0.000010613
16,50,28.38773,197.26860,69.88178,448.14154,29.04524,4.74355,0.000016430
16,51,31.52143,176.89357,77.76797,497.88052,33.39976,5.26093,0.000014472
16,52,33.93602,193.19695,71.66134,497.11669,30.51564,5.15795,0.000015923
16,53,31.05124,207.86758,82.01689,495.82847,33.25313,5.08732,0.000011296
16,54,28.49362,192.30070,74.69451,441.70719,30.85770,4.82951,0.000012188
16,55,30.69898,214.52012,70.61989,489.82376,28.54636,5.17691,0.000023898
16,56,27.95302,183.24522,73.58920,445.18418,30.64635,4.69829,0.000017447
16,57,30.95592,188.52179,77.84359,480.12888,32.93314,5.34737,0.000014712
16,58,26.21159,195.59384,77.09311,420.65558,32.80958,4.56715,0.000018808
16,59,27.74730,186.27803,64.01909,430.36657,27.02865,4.63570,0.000010617
16,60,27.85848,215.65064,74.14516,448.16542,30.72507,4.71256,0.000017430
16,61,34.58673,206.80188,79.38163,529.74405,31.35838,5.79129,0.000018571
16,62,31.00477,228.36111,79.63619,482.27926,33.31286,5.14042,0.000010760
16,63,29.15003,204.14096,73.50142,475.19510,30.55495,5.04793,0.000020305
16,64,28.39468,198.61265,79.12733,458.36687,33.07873,4.91018,0.000016139
16,65,28.65005,214.42956,78.60770,464.92250,32.81964,4.94653,0.000012559
16,66,29.27523,168.42419,74.77635,453.46690,31.38002,5.06273,0.000014751
16,67,35.01358,155.51655,74.11627,542.10642,31.83484,5.77833,0.000015072
16,68,28.26263,255.44037,74.65120,460.06376,31.82269,4.97242,0.000011442
16,69,30.31190,210.24792,72.01611,474.04918,29.04904,4.98305,0.000008877
16,70,31.89895,211.79435,80.42310,516.98835,32.89603,5.32076,0.000018036
16,71,29.68927,196.48070,68.99382,453.75256,28.55238,4.71067,0.000018555
16,72,30.05133,197.88278,75.75636,477.43510,31.68287,5.47381,0.000007013
16,73,27.55008,218.65090,73.93459,444.87166,32.36255,4.91068,0.000013836
16,74,34.83825,229.63110,82.47244,534.88885,33.14769,5.81269,0.000029648
16,75,28.61735,169.13797,65.50856,445.20113,26.41652,4.55416,0.000015610
16,76,31.30084,180.77905,73.87746,501.24542,31.35774,5.53274,0.000011506
16,77,29.09606,186.11335,70.29145,446.09263,30.77362,5.42107,0.000018670
16,78,29.26759,178.65353,70.07050,455.23126,28.99671,4.90470,0.000007944
16,79,24.56559,214.31595,82.17862,407.02422,32.84480,4.39757,0.000017783
16,80,35.85429,218.60138,78.83471,538.68642,33.51578,6.05798,0.000022030
16,81,33.07698,235.41768,73.08604,509.75721,31.99886,5.48120,0.000017115
16,82,32.61109,220.90686,74.95493,520.58275,31.81320,5.56294,0.000012330
16,83,29.73318,249.48147,71.94264,479.99377,28.95411,4.98574,0.000020163
16,84,33.16095,246.54745,78.92747,460.55748,34.74095,5.77309,0.000013593
16,85,30.66617,205.63589,71.30270,474.22951,29.46710,5.18915,0.000006024
16,86,33.90231,224.13158,81.65622,505.85449,33.49229,5.36186,0.000013077
16,87,28.13707,202.11010,70.96466,427.29498,30.04092,4.94406,0.000006708
16,88,28.18778,212.29742,77.26759,438.43772,32.67392,4.95086,0.000007539
16,89,25.92608,158.71661,67.51020,415.27586,27.75714,4.68828,0.000014539
16,90,34.96219,245.88808,84.45015,538.40968,35.56035,6.22995,0.000007374
16,91,22.74470,195.28261,68.78592,356.34659,26.89245,4.00304,0.000012274
16,92,29.08392,229.32430,74.98951,457.77197,32.52383,4.94528,0.000019236
16,93,31.80827,181.64022,65.62295,507.69500,28.42571,5.41421,0.000008808
16,94,34.62358,233.57369,74.51797,548.27560,32.25712,5.93006,0.000016460
16,95,29.66148,201.68544,77.42449,488.33689,33.06212,5.16604,0.000014088
16,96,28.17114,196.84582,79.10638,449.58073,32.76118,4.83072,0.000016423
16,97,29.50469,215.21882,78.85338,448.58964,33.67498,5.22590,0.000011306
16,98,28.69448,195.84489,73.33197,454.64676,30.93217,4.87205,0.000011251
16,99,25.37073,222.47806,69.42060,405.51345,28.57045,4.27940,0.000015015
20,0,54.01727,301.56419,95.78522,809.95379,40.24295,12.54837,0.000012638
20,1,59.27044,300.56501,101.29546,838.43173,42.29462,13.37354,0.000010087
20,2,53.02219,291.59455,93.70912,768.34933,39.89687,12.42623,0.000007328
20,3,53.95575,270.94047,99.93800,761.39181,41.58611,12.28348,0.000015013
20,4,47.67906,337.57581,98.51122,675.56403,41.09680,10.87579,0.000010361
20,5,46.28127,279.49143,98.78969,710.85179,41.41445,11.06581,0.000007677
20,6,52.52131,260.47789,90.83467,760.54775,37.67683,12.32061,0.000014117
20,7,45.38858,291.97410,101.56600,661.73709,41.55972,11.03922,0.000016346
20,8,54.18852,306.91204,89.18599,762.56582,37.19106,11.87231,0.000010149
20,9,46.57965,269.92579,93.28219,691.00661,39.69402,11.14196,0.000009987
20,10,45.73005,274.85535,92.47165,674.89497,37.52366,11.00388,0.000008885
20,11,48.85280,293.82096,99.26305,700.24511,41.54533,11.37193,0.000007445
20,12,46.65226,272.15656,99.07372,724.82103,41.67321,11.42657,0.000008873
20,13,39.24758,216.15657,87.83948,584.09676,35.68199,9.37437,0.000013127
20,14,60.38359,272.56563,99.88693,853.79442,41.65571,13.53745,0.000010013
20,15,50.16568,319.73806,99.37791,725.13236,41.62876,12.18525,0.000013563
20,16,52.69803,319.83839,107.18342,783.30416,45.18220,13.19829,0.000012766
20,17,61.43485,266.94113,103.77525,869.85126,41.86232,13.50913,0.000006906
20,18,47.17242,267.92926,94.00899,699.51936,39.30480,10.91723,0.000007007
20,19,53.20772,287.46555,93.98644,772.21999,39.41414,12.47168,0.000017389
20,20,49.76011,241.06060,88.79839,717.08729,37.59337,11.54765,0.000005240
20,21,33.56900,211.49300,73.65211,479.63775,30.50819,7.67440,0.000009139
20,22,46.13603,278.69617,94.86146,687.71198,39.86357,11.38018,0.000009862
20,23,44.01276,285.94591,100.18422,676.20669,42.32399,10.54694,0.000005421
20,24,50.67706,271.71711,94.66166,736.47244,39.36935,11.73292,0.000009481
20,25,51.47425,268.99707,95.41635,723.04437,39.59928,11.76833,0.000009562
20,26,54.64708,368.30995,103.09136,789.15362,42.32354,12.95494,0.000013001
20,27,50.03266,262.97626,89.21528,721.58245,36.96681,11.42847,0.000014476
20,28,50.52664,287.19883,100.09221,726.38828,41.69368,11.38771,0.000010711
20,29,58.11736,292.41631,99.00547,824.48572,41.47964,13.17572,0.000016013
20,30,53.15576,207.50237,94.14844,750.12977,39.38366,12.02255,0.000008255
20,31,52.22402,277.98624,89.31456,748.52490,38.35710,12.18336,0.000013646
20,32,37.62712,255.73424,83.17500,556.09664,35.44884,8.73771,0.000008142
20,33,47.46027,331.76460,96.06005,695.73453,39.62526,11.01979,0.000011723
20,34,47.44495,262.42742,89.73502,669.71430,37.97260,11.07694,0.000011031
20,35,48.58185,305.29665,101.44022,709.38759,41.77454,11.31505,0.000010935
20,36,52.16723,319.01844,100.71909,737.04379,41.53573,11.80858,0.000005673
20,37,54.94635,306.27035,99.47799,793.33226,41.67133,12.60579,0.000011897
20,38,52.28779,269.10530,101.23025,748.26311,41.55381,12.07771,0.000007838
20,39,57.82340,260.51689,100.24698,786.64253,41.98717,12.76576,0.000010591
20,40,45.71554,287.85687,100.99097,667.69880,42.36850,11.05341,0.000006089
20,41,45.77138,232.78059,90.37724,670.74552,37.53957,10.50476,0.000016698
20,42,48.57334,297.66972,96.11665,723.17013,38.99902,11.15711,0.000008907
20,43,49.47715,287.00057,83.63340,705.51742,35.28068,11.37500,0.000010111
20,44,47.10588,266.08007,91.98239,650.42180,39.28903,10.56037,0.000012947
20,45,46.47754,283.25602,95.42194,699.13332,39.31732,10.84213,0.000006634
20,46,46.30239,328.28381,98.93634,688.57014,41.57992,11.27234,0.000012055
20,47,52.44054,283.89162,98.63768,764.34116,43.25929,12.58166,0.000011753
20,48,44.42460,273.05750,88.06387,656.06975,37.43874,10.60025,0.000005591
20,49,57.46424,297.17717,93.36832,802.14928,39.57305,12.99716,0.000008242
20,50,46.56107,240.87731,89.67180,672.50321,37.72166,10.86130,0.000008155
20,51,47.59004,304.85918,97.00545,700.47713,39.61399,11.15735,0.000011617
20,52,50.56090,262.95712,96.33507,724.44342,40.33463,11.54304,0.000008950
20,53,47.10793,277.48858,98.66823,672.02234,41.22998,10.66315,0.000012284
20,54,54.51495,231.80269,99.82259,765.20152,42.11596,13.06161,0.000008249
20,55,53.97822,265.71990,99.63671,775.91697,42.59808,12.42224,0.000014446
20,56,46.88771,242.22322,91.26672,686.14689,37.32159,10.80463,0.000010188
20,57,50.40233,237.58534,89.25417,709.61731,37.09535,11.09393,0.000007773
20,58,52.71640,258.45461,99.93290,739.72770,41.65444,12.19679,0.000007123
20,59,51.68575,232.39747,88.32825,740.22926,37.25360,11.93022,0.000007616
20,60,54.23007,238.13901,89.94984,780.42888,37.37872,12.41634,0.000012689
20,61,43.23697,296.21213,99.86798,653.88247,41.75447,10.60544,0.000014430
20,62,46.75823,269.29651,98.54179,702.27461,41.47593,10.78802,0.000011233
20,63,52.08909,293.22811,101.24807,742.59194,41.68351,11.49953,0.000005107
20,64,51.77588,321.97699,98.71956,740.11945,42.11443,12.07804,0.000006694
20,65,51.19973,247.14311,85.22213,724.80632,36.13002,11.25567,0.000007963
20,66,65.50654,291.09721,103.30172,901.26365,42.50385,14.48329,0.000012313
20,67,51.15746,353.18375,95.30684,747.68893,39.94419,12.03740,0.000007044
20,68,52.92212,278.54126,99.60070,741.99849,41.83228,12.02743,0.000008572
20,69,44.01778,261.57863,89.37775,624.25671,37.49891,10.30159,0.000011362
20,70,47.62175,352.78138,100.45348,703.00598,41.61357,10.92677,0.000012569
20,71,57.12961,319.21827,100.77237,820.55595,41.43454,12.87442,0.000013860
20,72,55.34166,293.79931,93.76671,803.29996,39.92079,12.72182,0.000013100
20,73,48.01129,275.81806,102.88683,706.91793,41.72360,11.67740,0.000018847
20,74,56.41806,288.77008,95.55543,821.26479,40.07956,12.74325,0.000009713
20,75,53.05749,249.80060,93.04349,744.51708,39.55784,12.29874,0.000006753
20,76,59.27592,292.62071,94.52651,827.82060,39.50022,13.25295,0.000011665
20,77,44.14012,322.62549,91.02505,658.64233,37.84593,10.77806,0.000012325
20,78,57.44552,277.98861,85.08823,801.88434,36.03402,13.13898,0.000010100
20,79,55.55487,275.74348,83.33654,757.80653,35.33643,12.31429,0.000005425
20,80,55.19778,262.64471,94.11703,779.64002,39.68347,12.62065,0.000009904
20,81,53.69772,245.18100,87.98985,754.12619,37.44362,12.23069,0.000011624
20,82,51.62494,257.78019,94.59485,758.54522,39.24327,12.02620,0.000008397
20,83,53.22584,257.98865,93.81334,766.50380,39.70736,12.29676,0.000008911
20,84,56.93054,264.21236,99.47533,819.33091,41.99688,13.63204,0.000009681
20,85,48.64203,325.37059,94.62542,727.90765,39.49144,11.26918,0.000005600
20,86,48.73199,269.55452,98.90277,716.44927,42.09647,11.47626,0.000011188
20,87,50.40047,312.28129,99.95426,754.68774,41.81429,12.16806,0.000011985
20,88,50.85103,275.63316,89.50255,688.44354,37.44958,11.14206,0.000008691
20,89,52.68011,236.83026,95.55407,747.96577,39.37354,11.86426,0.000010323
20,90,48.13513,359.96089,100.55707,706.33894,41.80542,11.11102,0.000009721
20,91,51.94047,299.56493,93.81969,711.18090,39.49973,11.43922,0.000013272
20,92,56.95529,250.79351,89.38872,798.76225,37.72234,12.96258,0.000012616
20,93,59.46226,293.13144,99.78270,823.30515,41.79780,13.34553,0.000016837
20,94,50.56653,317.37344,98.28200,754.39305,42.15704,12.13514,0.000020672
20,95,54.85308,266.17501,94.70765,789.55115,40.39702,12.52893,0.000006308
20,96,50.90339,273.10174,90.05693,756.89160,37.82380,12.26904,0.000007283
20,97,56.19478,250.43132,88.54038,774.27787,37.99810,12.57513,0.000006359
20,98,46.85321,252.68954,93.69928,686.44549,40.29689,11.20342,0.000009746
20,99,48.87404,302.21603,98.46916,718.82559,42.19456,11.98444,0.000007269
24,0,86.73535,429.43859,117.23966,1152.52884,50.06746,29.91226,0.000009888
24,1,74.92124,361.64235,121.56372,1042.76075,51.33415,27.40623,0.000009843
24,2,77.91047,386.84321,115.78169,1063.24717,48.70590,28.00329,0.000006579
24,3,87.08013,363.33525,116.55906,1165.09592,48.53655,29.87174,0.000007241
24,4,89.02141,298.32438,105.53472,1147.34235,44.16522,29.52651,0.000004188
24,5,69.65558,313.67001,111.18058,950.59495,46.42352,24.15353,0.000006017
24,6,82.12882,360.11336,115.48886,1092.49442,48.38985,28.13467,0.000004968
24,7,70.94860,384.05340,115.85092,980.76551,48.10773,25.54415,0.000004557
24,8,79.82374,419.75037,115.14149,1069.37206,48.28873,27.88935,0.000007200
24,9,78.20562,392.56146,117.03138,1071.83742,48.44319,27.07503,0.000003798
24,10,83.61641,322.15424,119.64872,1046.58096,48.60843,28.43481,0.000007305
24,11,82.04391,387.51826,117.79867,1118.67886,49.12418,28.49796,0.000007834
24,12,87.10275,333.64308,111.55919,1138.51748,46.21098,28.57380,0.000005345
24,13,89.94648,385.18399,122.29314,1175.50216,51.46845,30.48900,0.000006725
24,14,86.90983,385.98266,116.11682,1161.01844,48.23765,29.40173,0.000006523
24,15,86.90848,339.93628,115.71518,1118.94035,48.38141,28.93300,0.000006660
24,16,75.46184,366.20457,121.58569,994.56578,50.44465,26.39076,0.000008289
24,17,71.24421,363.44948,116.18464,982.86288,48.64422,25.20627,0.000009663
24,18,80.12591,341.18172,120.01404,1099.48342,51.05891,28.20623,0.000005291
24,19,87.12145,333.44969,120.14298,1160.31144,51.10239,29.74453,0.000008119
24,20,87.79720,347.87956,104.58014,1148.71629,43.89586,30.18089,0.000007574
24,21,76.61295,350.57396,120.74224,1092.14926,50.78680,27.60119,0.000007912
24,22,83.94141,449.40068,115.43999,1148.31259,48.40730,28.91651,0.000006253
24,23,88.30050,364.18054,110.64985,1169.75440,46.53071,29.85738,0.000004603
24,24,66.65731,344.29767,115.68792,956.77424,48.18058,24.41471,0.000007181
24,25,86.44194,303.25205,100.97225,1112.05555,41.96876,28.66506,0.000005737
24,26,81.06331,355.45217,110.00891,1047.98569,46.44049,27.45620,0.000005818
24,27,73.62884,341.54771,119.93669,1018.98089,48.46384,25.86851,0.000006190
24,28,86.50050,324.81819,114.25470,1151.57728,48.62674,29.83272,0.000006476
24,29,81.93212,301.32018,107.90118,1041.00912,44.32776,27.34090,0.000003190
24,30,82.93101,338.26950,116.52403,1162.35166,48.49206,29.31058,0.000005739
24,31,76.66427,444.17932,120.99891,1046.72063,51.61268,28.17208,0.000009934
24,32,71.10213,316.87271,120.70881,939.60068,50.11243,24.85383,0.000004903
24,33,83.89006,329.72815,99.42947,1103.78304,41.97578,28.67983,0.000004349
24,34,81.32099,341.18655,115.63026,1100.36231,49.00498,28.18276,0.000007065
24,35,76.44953,333.61063,115.52059,1072.76265,48.38014,27.09116,0.000005275
24,36,69.19666,416.99681,120.47988,937.30394,50.56812,25.59828,0.000007206
24,37,74.87400,390.31161,121.64341,1054.43863,50.67834,26.93764,0.000010689
24,38,77.67026,361.35962,116.95305,1077.35614,49.62625,28.73317,0.000006471
24,39,75.51110,332.28761,110.49708,1004.86279,47.39629,26.26239,0.000008575
24,40,89.95529,328.25024,119.54822,1201.81276,51.73530,32.35941,0.000009183
24,41,81.68269,331.62074,117.39174,1103.89031,48.55197,27.79324,0.000006578
